Gene Symbol and Synonyms	UniProt Accession
Dmel_CG12398	Q9VY02
Dmel_CG12539	Q9VY12; Q8SXY8
Dmel_CG13369	O77425
Dmel_CG17010	Q9VK96; Q6NNY3
Dmel_CG8525	Q7K209
Dmel_CG17224	Q0E8U4
Dmel_CG18572	O97163; Q26376; Q9VXD5; P05990; Q7KUX4; X2JFG0; Q8SXM0; B5X540
Dmel_CG3181	O76511; Q9VQJ3; Q541C9
Dmel_CG3788	Q9W1X2; Q8T8S2
Dmel_CG4584	Q8IPB1; Q9V3I1
Dmel_CG5537	Q9VRQ1; M9PHI7
Dmel_CG5757	A1ZB29
Dmel_CG6092	Q9VBI2
Dmel_CG6330	Q8IMQ8; Q9VBA0
Dmel_CG6364	H1UUH6; B7Z0P8; Q9VC99
Dmel_CG6951	Q53XF4; L7VG69; Q9VWA2
Dmel_CG8353	Q9VLR2
Dmel_CG8360	Q9VLR3
Dmel_CG9741	P32748; Q9VHP2; Q8INQ4; Q8INQ5
Dmel_CG14029	Q7KTN9; Q9VMS4
Dmel_CG17888	Q7KKI2; Q8IQ99; M9PEP3; Q9TVF8; Q8IQ98; M9PBV3; M9PEX4; Q9TVQ4; Q24217; Q5U8V5; Q9TW49; Q8SZT1
Dmel_CG2647	O17483; Q9GN51; O76884; Q24447; Q9GV48; Q9GV55; O76885; Q24446; Q9GN20; O76882; Q6PVA3; Q9GQH9; Q9W4X0; O76883; M9PGJ3; P07663; Q8MLY0; Q9GV54; Q24449; Q9GV53; Q24448
Dmel_CG3234	Q9VQR6; B7Z008; A4V040; O44380; B7Z007; C9QPB7; Q95U67; Q1WWF5; P49021; Q9VQR7; Q59E16; M9MRE9; Q8I037
Dmel_CG7391	A4V1L9; O76342; Q9VSB0; O61735; O77137; Q59E25; A4V1M0
Dmel_CG8727	O76344; Q9VW44; O61734; Q1LZ29; Q540W7
Dmel_CG1007	P18491; Q9W0N0
Dmel_CG10798	M9PGK0; P91665; O96903; Q9W4S7
Dmel_CG11062	Q8MRB1; Q9V497; O61643; Q8WR60
Dmel_CG12399	P42003; Q9VQM3; M9PBX0
Dmel_CG5083	Q9VF04
Dmel_CG5562	A0A0B4LGA7; Q9W1I4; P27091
Dmel_CG7413	O77272; Q24472; Q961U8
Dmel_CG8819	Q7JR08; A1Z916
Dmel_CG8821	A1Z913; Q7K380
Dmel_CG9774	X2JC83; X2JKQ8; X2JE40; Q9VXE3
Dmel_CG9092	M9PCA6; Q9VMJ5
Dmel_CG9706	Q9VVA1
Dmel_CG10118	B5X0J4; Q24000; Q8SY95; P18459
Dmel_CG11796	Q9VPF3; Q961W1; Q9VPF4
Dmel_CG14993	Q8T0P3; Q9VZI8
Dmel_CG1543	Q1EC33; Q86B61; Q24549; X2JIW9
Dmel_CG4779	Q86P40; Q9VKJ0
Dmel_CG9362	Q9VHD3
Dmel_CG9363	H0RNF8; Q8INN9; H8F4P9; Q9VHD2
Dmel_CG10694	Q9VCD5
Dmel_CG10890	Q4U2Q5
Dmel_CG11115	Q9VNP8
Dmel_CG1119	P35600; Q8MR76; O02031
Dmel_CG14999	P53034; Q9VZH9
Dmel_CG1836	Q9V3W9; Q8IMB7
Dmel_CG3319	Q24216
Dmel_CG42373	B7Z018
Dmel_CG5041	Q9VPX4
Dmel_CG5313	Q9VKW3; Q9NGN8
Dmel_CG6258	Q9U9Q1; Q9VKJ2
Dmel_CG6358	Q24594; P28518; Q9V3V8; H0RNH2
Dmel_CG7405	O76513
Dmel_CG7764	Q9VUR1
Dmel_CG7769	Q9XYZ5
Dmel_CG8019	Q02870; B7Z0G1; Q9VTA2; Q2PJB4; Q1LZ27; Q960M8
Dmel_CG8142	Q9VX15; Q8T033
Dmel_CG8151	Q960E8; A4UZH0; Q0E978; A0A0B4K726
Dmel_CG8153	Q24595; Q9U3Z0; Q7KJI5; A0A0B4K739; Q8MLA2; Q9V7A8; Q8MLA1; Q9U3Z1
Dmel_CG8711	Q5BI50
Dmel_CG9433	Q7KVP9
Dmel_CG10467	Q9VRU1
Dmel_CG10996	Q9VY83
Dmel_CG11669	A1Z7F2
Dmel_CG11909	Q9VBR6
Dmel_CG14934	Q9VKE6
Dmel_CG14935	Q9VKE5; Q8IPA2
Dmel_CG32445	Q8MR63
Dmel_CG4988	Q9VKF7
Dmel_CG7685	Q9VE71; A0A0B4KHC7
Dmel_CG7997	Q7K127
Dmel_CG8690	A1Z7F3
Dmel_CG8693	A1Z7E8
Dmel_CG8694	Q9V4T7; P07191
Dmel_CG8695	P07192; Q9V4T8
Dmel_CG8696	P07190; Q9V4T6
Dmel_CG10361	Q9VTN9
Dmel_CG5955	Q9VPE8
Dmel_CG6188	Q9VG42
Dmel_CG6385	A1ZAZ2
Dmel_CG9509	Q9VY04
Dmel_CG9514	Q9VY06
Dmel_CG10575	Q9VRP4
Dmel_CG30290	Q8MKK3
Dmel_CG32099	Q8SXB3
Dmel_CG5629	Q7KN99; E2QD26
Dmel_CG5725	Q9VPG4; Q8I0S6; Q9VPG5; M9NDE0; D8FT20; Q9NHN2
Dmel_CG5828	Q9VMU2
Dmel_CG10281	Q9VI19; Q05913
Dmel_CG10415	O96880
Dmel_CG10756	Q9VIP1
Dmel_CG11639	H0RNC2; Q9W5B9; D3DMX0; D3DMX1
Dmel_CG1276	E1JIC9; O96881
Dmel_CG17358	Q26339; A0A0B4KFN0; Q9VGK0; P49905; A4V2Q1
Dmel_CG17603	O97068; Q86LF7; E1JJ72; P51123; A0A0B4LGU9; A0A0B4K602; Q7KSX6; Q7KSX7; Q9TX96
Dmel_CG18009	Q8T052; Q07DP5; Q9W3F9; M9PHD8; Q9W3F8
Dmel_CG2009	Q9V4D4
Dmel_CG3069	Q9XZT7
Dmel_CG32211	Q961B6; P49847; M9PG32; Q9VW16
Dmel_CG4079	P49906; Q9VL90; G7H801
Dmel_CG4448	Q9VCN9
Dmel_CG5163	Q8MYY8; Q9VCG7; B5RIE5; P52656
Dmel_CG5193	P29052; Q9VKV7; M9PCM4; Q6AWH9
Dmel_CG5444	Q1LZ31; Q9VUY7; P47825; Q8T9E0; E1JI11; Q0E8E3; M9PI76; A4V201; P49845; B7Z060; M9PFP3
Dmel_CG5930	Q8IMN7; Q95RK0; Q9VB56; F0JAF9; Q8IMN8; P52654
Dmel_CG6474	A8WHK8; Q95RJ4; Q27272; Q9VX16
Dmel_CG6538	Q9VGX4; P41900
Dmel_CG6577	Q9VT91
Dmel_CG6711	Q24325; Q8SZR7; Q9VT64; E8NHB1
Dmel_CG7128	Q9VWY6; O18398; H1UUC4; Q8SYE2
Dmel_CG7562	Q27896
Dmel_CG7704	Q9V5R1; P49846
Dmel_CG9874	Q9W2D8; P20227
Dmel_CG10131	Q5U1B0
Dmel_CG3534	Q9VEQ0
Dmel_CG3609	Q9VQB4
Dmel_CG7322	Q9VWP2
Dmel_CG13645	Q7KS06; Q9VC03; A0A0B4KHH7
Dmel_CG33156	A1Z9F4; A8DYC9; Q86NK6; Q7JRK7; Q8IGA7
Dmel_CG3714	Q9VQX4; M9PEF6; Q8MRQ7; M9PC31
Dmel_CG8080	A0A0B4KEH3; A0A0B4KFF1; A0A0B4KEG0; Q7JW73; A0A0B4KF27
Dmel_CG9940	Q9VYA0; C5WLN1; A4V4E7; Q8IH17
Dmel_CG11828	Q9VAR7
Dmel_CG1417	O61349; Q9VRH9; Q8IQ45; Q8IQ46; Q8T0C7; Q04499; Q9VRH8; A4V4U5; Q9VRI2; Q9VRH7; M9NHG9; M9NFJ2
Dmel_CG1546	Q9I7H5
Dmel_CG15539	Q4V443; Q9VA62; A0A0B4LHW6; Q0KHY7
Dmel_CG18749	Q8MSK0
Dmel_CG31014	Q9VA63
Dmel_CG31015	Q8T5S8
Dmel_CG31017	Q961I8
Dmel_CG31022	Q960D8; Q9VA69
Dmel_CG31524	Q0KHY6; Q8IMI2
Dmel_CG32031	P48610; Q8IQC0; Q8T0S2; Q9VST5; Q9VST6; A8JNP1; Q8IQB9; A8JNP2
Dmel_CG32199	Q9VVQ8; Q9VVQ9
Dmel_CG32201	Q8IQS7
Dmel_CG34345	A8DYR4
Dmel_CG4174	Q9VVQ4; Q2MGL0
Dmel_CG4546	Q9VF23
Dmel_CG5029	P91931; Q9VKY9; Q58CK1; P91925
Dmel_CG5144	Q9VST4
Dmel_CG6661	Q95TY8; Q9VUC0
Dmel_CG7145	Q9VNX4
Dmel_CG8782	Q9VW26
Dmel_CG9698	Q9VA60
Dmel_CG9720	Q9VA61
Dmel_CG9726	Q9VA65
Dmel_CG9728	Q9VA64
Dmel_CG12014	Q9VZP8
Dmel_CG13397	Q9VLL5; Q95TJ3
Dmel_CG30059	Q95R73
Dmel_CG6201	Q9VKJ8
Dmel_CG6903	Q9W4F7
Dmel_CG7402	Q9VVM4
Dmel_CG8646	A1Z937; Q8SZ72
Dmel_CG8322	A0A0B4LFH8; B7YZH5; Q7KN85; E2QCF1; A1ZA78
Dmel_CG17223	Q9VQK4
Dmel_CG5731	Q9VL27
Dmel_CG5878	Q9VBL5
Dmel_CG10119	Q03427; Q24374; Q9V729; A0A0B4KFY9
Dmel_CG11491	Q9W572; O46064; O46066; Q01296; Q9W574; E1JJB2; Q8IRX4; Q01295; M9MSM6; A4V3U8; Q9W575; Q9W571; Q24206; O46065; Q01293; D8FT05
Dmel_CG12072	Q9VA38
Dmel_CG1274	Q9V3Q4
Dmel_CG13263	P04657; Q9VJJ4; M9PD22
Dmel_CG13701	Q9VVP8
Dmel_CG1765	E1JGY2; A4UZ51; Q9V9K8; Q6AWL4; P34021; Q0E9N8; Q95TS4; Q8SY10
Dmel_CG18389	A0A0B4KHV1; Q7YU18; Q9VD60
Dmel_CG2087	Q8SX61; Q9NIV1; Q9VNB8; A0A0B4KGJ5; A0A0B4KG56
Dmel_CG2789	Q9VPR1
Dmel_CG3210	Q9VQE0
Dmel_CG32180	M9NED0; P11536; A4V233; H1UUR5; P20105; Q9VVI7; E2QCT0; Q86NS8; Q9VVI8
Dmel_CG33134	Q9V9C8
Dmel_CG33193	A0A0B4JDB7; Q8T9A6; Q9VCR5; Q9VCR6; Q8MQH6; W8PHN8
Dmel_CG33336	Q8IMZ4; Q9VCR8; A0A0B4K7P1; Q9N6D8
Dmel_CG3644	Q7KM15
Dmel_CG3869	Q9W3Z9; Q7YU24; Q86DQ3; Q8T3J4; Q0KHV7
Dmel_CG4319	Q9VVP7; Q24475; A0JQ43; Q4V3S2
Dmel_CG4345	Q24570; Q9VVP6
Dmel_CG4380	M9PGS2; P20153; Q9W535
Dmel_CG5370	Q9W1N0; O02002
Dmel_CG6303	Q9VH01; A0A0B4KG50; A0A0B4KFQ0; A0A0B4KGR9; Q8MUM9; A0A0B4KH36
Dmel_CG6829	Q7KLI1; Q9U8R4
Dmel_CG6944	M9NE89; Q9VMQ0; P08928
Dmel_CG7263	Q960F8; M9PBQ4; B5RIR8; Q95TL9; Q9VQ79
Dmel_CG7486	O76797; O76798; Q8IRY7; Q9UB42; Q9W5E3; O02433; X2JHT0; Q95T94
Dmel_CG7788	O01382; Q9VAH1
Dmel_CG7863	Q7KHK9
Dmel_CG8091	Q9XYF4
Dmel_CG8238	Q9V612; Q8T8Y5
Dmel_CG8464	A0A0B4KG52; Q9VFJ3
Dmel_CG8669	M9PBF8; Q9NIR3; Q9VID3
Dmel_CR43018	-
Dmel_CG10189	B5X547; M9PDQ5; Q8MT91; Q9VIV3
Dmel_CG12279	Q9VG33; Q8SZK3
Dmel_CG13090	M9PCK7; Q9VLJ8; Q8T486
Dmel_CG3021	Q960Y5; Q9W5B6
Dmel_CG33276	A8E6X7; Q7KU86
Dmel_CG8078	Q7JWW5
Dmel_CG14226	Q9VWE0
Dmel_CG15154	Q9VJA1; Q8INY1; Q8WTC3
Dmel_CG1594	Q24592; Q8SZI9; Q712V3; Q9VYZ7
Dmel_CG2160	Q7JVF1
Dmel_CG33542	Q59E38
Dmel_CG5988	D3PK89; Q9VWX2
Dmel_CG5993	Q9VWW4
Dmel_CG8068	A0A0B4JD03; A1Z7P7; A0A0B4K6T9; A1Z7P9; A1Z7Q1; A0A0B4JD33; A1Z7P8; Q7KNF5; A1Z7P5; Q5BIG7; A0A0B4JCQ7; Q8IGK3; A0A0B4LEH9; Q9XYM5
Dmel_CG8146	Q9VX18; M9PHY7
Dmel_CG10206	Q9VM69
Dmel_CG10214	Q9VCI0
Dmel_CG10805	Q9VM75; Q8T9E7; Q6AWS0
Dmel_CG11130	Q95TH8; Q9VY90; P56175
Dmel_CG11660	Q9VTL5
Dmel_CG11859	Q9VBU2
Dmel_CG12301	Q9VUR2
Dmel_CG12325	Q5U0X8
Dmel_CG12785	Q9VEX3; Q8IH00
Dmel_CG12877	Q2PDP6
Dmel_CG13097	Q9VLK1
Dmel_CG13185	A8DYB0
Dmel_CG13591	Q24540; Q9W163; Q24536; A4UZV0
Dmel_CG13849	Q9VD11; Q95WY3
Dmel_CG14788	Q9W590; X2JA43
Dmel_CG15224	A4V4C1; Q9VYU4; Q76NS4; M9NGA3; M9NDU6; M9PHA6; P08182
Dmel_CG1671	Q7JQT9
Dmel_CG17520	Q9W5T2; Q0E8B4; A4V2B8; P08181
Dmel_CG17611	Q9W1I5; P56538; Q8MLQ6
Dmel_CG1994	Q6NR51; X2JD07; Q9W3C1; H0RNM5
Dmel_CG2972	Q9W2Y4
Dmel_CG30349	A1Z7K2
Dmel_CG3071	Q9W4Z9
Dmel_CG32616	Q9NIV2; Q8IR61
Dmel_CG3291	E1JJR3; Q9VWI1
Dmel_CG33158	Q9VV61
Dmel_CG33236	Q7KV16; P15021; Q7KV12
Dmel_CG33237	Q8IR61; Q7KV13; Q9NIV2
Dmel_CG33238	Q7KV14
Dmel_CG33239	Q7KV15; Q7KV17
Dmel_CG33240	Q7KV16; P15021; Q7KV12
Dmel_CG33241	Q7KV15; Q7KV17
Dmel_CG33242	Q7KV18
Dmel_CG33244	P15021; Q7KV16; Q7KV12
Dmel_CG33245	P15021; Q7KV12; Q7KV16
Dmel_CG33246	Q7KV22
Dmel_CG33247	Q7KV23
Dmel_CG3333	O44081; A8E745; A0A0B4K8B2; Q8T408; Q9UAN8; Q9V3Z5; Q0GLB4; Q0MVP1; E1JGV6
Dmel_CG3527	Q9W4J5
Dmel_CG4038	Q86R95; A8E6K0; Q9W2L8; Q24345; Q7KVQ0
Dmel_CG42398	B8K3A5
Dmel_CG42666	Q8T023; Q9W557; C7LAE5; Q8IRW9
Dmel_CG4806	Q9W124
Dmel_CG4866	Q7JZ53
Dmel_CG5018	Q9VUZ6; M9PFG1
Dmel_CG5258	Q9V3U2; Q494M4; M9PCI2
Dmel_CG5776	Q9VK63
Dmel_CG6501	Q7JXU4
Dmel_CG7246	Q9W397
Dmel_CG7637	Q4QPR2; Q9V5P6
Dmel_CG7728	Q9VVC9
Dmel_CG7989	Q9V7P1
Dmel_CG8064	Q9VE98
Dmel_CG8368	Q9VRX7
Dmel_CG8730	Q7KNF1
Dmel_CG8801	A0A0B4LEY9; Q9V411
Dmel_CG8914	Q53XE8; Q9V919; O96863
Dmel_CG9107	Q9VMJ1; Q95RH2
Dmel_CG9799	Q9VFV8
Dmel_CG9888	Q8IGK5; Q24348; E4NKN3; Q9W1V3
Dmel_CG4215	Q9VJT0; Q86BK6; P43248; Q9NKC4; M9ND86
Dmel_CG4337	Q5U164; Q9V3U4; P54622
Dmel_CG7003	Q9VUM0; B6IDV3
Dmel_CG10110	Q9V726; Q9GV83; Q960R9; Q9GV85; Q9GV84; Q7KR84
Dmel_CG10138	Q26245; Q9W2A5
Dmel_CG10228	C0P8M6; A0A0B4LFE6; A1Z9W4; A0A0B4LFF9; E1JH68; C6SUY2; A0A0B4LF47
Dmel_CG10377	E1JHA4; P48809; A4V0B8; Q7JPT5; Q9TY67; Q9VM68
Dmel_CG1078	Q9VN31
Dmel_CG1109	Q961C0; Q9VNG2
Dmel_CG14216	M9PHZ3; Q9VWE4
Dmel_CG17170	Q7PLX0; Q7PLX1; A8Y5B4; P25991; Q6NKM3; A0A023GQK0; Q8MZI2; Q9W5P7; Q24539; Q7PLW9; A8Y5B5; Q5BI40
Dmel_CG17293	Q9VLN1
Dmel_CG1810	Q9VY44
Dmel_CG1898	Q9W074
Dmel_CG1957	Q9V3D6; Q8IML7
Dmel_CG2096	Q9W2V5; Q9W2V6; P48462; Q8T0U6; H5V895
Dmel_CG2097	Q8MSU4; Q9VNH4
Dmel_CG2163	Q7KNF2; Q27926; A1Z7B1; E2QC83; Q7JQ60
Dmel_CG2261	Q9V9V0
Dmel_CG32169	M9NG33; Q8MQZ1; M9PCV2; B7Z063; M9NDB5; Q9VVE5; A8JNU7; A8JNU8; Q26276
Dmel_CG3245	Q7KVM5
Dmel_CG32568	Q9VXB7
Dmel_CG32743	X2JDZ8; Q6NP14; Q70PP2; Q9W3V6
Dmel_CG3642	Q9VPT8; A0JQ42; Q24081
Dmel_CG3688	Q9VJQ4; Q9N6X4
Dmel_CG3959	Q9VL97; P48612
Dmel_CG41534	A8QI94
Dmel_CG4733	D8FT13; Q9I7J1; A0A0B4LHF0
Dmel_CG5099	Q9VBQ1; A0A0B4KHV4; Q8IMS8; Q9U970; Q24409; A0A0B4K6K8; A0A0B4KGY9
Dmel_CG5605	M9PD27; Q9VPH7; D1Z373; M9PFR9; Q0E8C7; Q8T071; A4V259
Dmel_CG5650	Q4PIY5; P12982; Q9VG75
Dmel_CG5970	Q7K284
Dmel_CG6235	Q9VH22; Q9VH21; P36872; C8VV30; A4V2M9; A0A0B4LGZ3; A4V2N0
Dmel_CG6382	M9PD08; Q9VK85
Dmel_CG6593	Q9VC69; P48461; Q5U0Y2; A0A0B4KHS9
Dmel_CG7697	Q9VE52; Q9U4J2
Dmel_CG7698	Q9VE51
Dmel_CG7913	A0A0B4KHP7; B7Z0L6; A0A0B4KHB9; Q8IN89; Q5BIJ2; Q8IN90; Q9VEC6; Q0KI58; B7Z0L7
Dmel_CG8822	Q26246; Q9VQL9
Dmel_CG8954	Q9V414
Dmel_CG9156	B4F4X2; Q05547; Q9VXW0
Dmel_CG9854	A0A0B4KG96; Q9N6D7
Dmel_CG10425	Q9VBU5
Dmel_CG11425	Q9VNT8
Dmel_CG11426	Q9VNT9
Dmel_CG11437	Q9VNU0
Dmel_CG11438	Q9VNU1
Dmel_CG11440	Q9VNU2
Dmel_CG12746	Q8IPQ4; Q8IGV3
Dmel_CG13969	Q8SYZ0; Q8WSF4; M9PDG7; Q9VIP7
Dmel_CG1471	Q9VA70; Q7YTD8; Q86NP1; A4V3N7
Dmel_CG16708	Q9VNA6
Dmel_CG1747	Q9VYY8
Dmel_CG31414	Q8IMY3
Dmel_CG33090	X2JAF7; B5RIG1; Q7KT91; Q29R22; Q95TX3; X2J9U5; X2JE45
Dmel_CG3376	A0A0B4LGL2; Q9W188; D6W4U0; Q8MLP3
Dmel_CG3576	Q9W423; Q95RN6
Dmel_CG4162	Q9V3F2
Dmel_CG6437	Q9W297
Dmel_CG6962	Q9VGH0
Dmel_CG8804	Q8WT60; Q9U9Y7; Q8MKU5; P91661; Q9V576; A0A0B4K7K7
Dmel_CG8805	Q7KGH1; A0A0B4LEJ6
Dmel_CG8946	Q0E946; Q9V7Y2
Dmel_CG9078	Q94515; M9PC47
Dmel_CG12891	Q7JQH9; Q9V3K9
Dmel_CG2107	Q9VZW7
Dmel_CG4598	Q9VL68
Dmel_CG7461	A1ZBJ2
Dmel_CG12265	Q9VEM2
Dmel_CG12284	M9PI74; A4V1Z9; A9UN33; Q8MRM5; Q24306; Q0E8E4; Q9VUX5
Dmel_CG5429	Q9VCE1
Dmel_CG8293	Q24115; Q960U3; Q24149; A4UZI4; Q24177; Q9V7G1; Q24307
Dmel_CG9699	Q7KUX3; Q0KHR7
Dmel_CG14616	Q8IQ23; X2JGE9; Q9VR59; A8JUU5; X2JCY0; Q6AWF3; X2JG41; X2JEN2; A2VEZ0; Q8IQ22; Q8IQ24; X2JLN4
Dmel_CG31140	A0A0B4KHZ4; Q7KS35; A8JR94; B5RJR9; Q86PB4; Q9VCF2; A0A0B4K716; Q7KS34
Dmel_CG34361	Q01583; A8DY60; A0A126GUN0; A8DY61; Q53YF9; Q8MKP0; Q9V327; Q7KQR7; A0A0B4KEG4
Dmel_CG34384	Q86NT9; A0A0B4K6W3; A0A0B4LHW4; A8JQ65; A0A0B4K6B6; A0A0B4K634; E2QD61
Dmel_CG6707	Q9VT68; Q9VT69
Dmel_CG7962	Q9VSE0; X2JC55; P56079
Dmel_CG8657	Q7K579
Dmel_CG15531	Q9VA93
Dmel_CG5887	Q7K4Y0
Dmel_CG7923	Q9VTD4
Dmel_CG8630	Q9VFX5
Dmel_CG9747	Q9VA94
Dmel_CG11084	Q9U5X0; A1Z6W3; Q9U5X1; Q9N9H6; A1Z6V4; A1Z6V8
Dmel_CG11217	A0A0B4K833; Q9V315; Q24214
Dmel_CG11579	Q8IRW7; M9PGG4; P18824; O02371; A4V3V0; Q0KHX2; Q9W546
Dmel_CG11614	Q9VVV9; Q95RL6; M9PFM6; Q9NIH2; Q9VVW0; M9PCX7
Dmel_CG1451	Q9VAS9; A0A126GV30
Dmel_CG1455	A0A0B4K6N5; P48456; Q9TY69; Q9VA20; Q8MQN3; A0A0B4K6V6
Dmel_CG14622	Q7KW17; Q8IRY0; M9MSM5; Q7YZA4
Dmel_CG16785	Q540W1; Q9U902; X2JC46; O77438; Q9NIU0; Q9W5D5; A8JUT5; Q9I7Z7
Dmel_CG17697	P18537; Q9VUE0; M9PFL6; Q9VUE2
Dmel_CG3226	Q9W3Y3
Dmel_CG4003	Q9NH53; Q9VH07; Q9VH06
Dmel_CG4209	P48451; M9NFW6; Q9W4D0
Dmel_CG4626	Q9NBW1; Q9W3S2; A4V438
Dmel_CG4889	Q27769; Q8MQP9; Q27768; Q8IPI1; Q9VM27; P09615; I1WYH9
Dmel_CG4971	Q9VM25
Dmel_CG4974	Q24114; Q9VSQ8; Q53XG2
Dmel_CG5912	A1Z9D7
Dmel_CG6193	Q9Y1T2
Dmel_CG6407	X2JL29; P28466; Q01535; Q9VWT4
Dmel_CG7926	Q9XYC1; B7Z0S0; A0A0B4KHW0; E1JJ18; Q9V407; A4V3M5; Q8IMJ7
Dmel_CG8075	A0A0B4KEN4; A1Z7N9
Dmel_CG8458	Q9VFX1
Dmel_CG9739	Q9VVX3; Q494J1; Q94916; Q9VVX2; M9PFW3; A8JNV7; B7Z072
Dmel_CG9819	Q9VXF1; Q27573; Q86NL0; M9NEL1
Dmel_CG9842	Q9VXF2; Q26248; M9NE01; Q27889
Dmel_CG11149	Q0IGW5; Q9VMN1
Dmel_CG15483	Q9VK55
Dmel_CG15629	Q9VR28
Dmel_CG31991	Q960U8; Q7KT52
Dmel_CG9265	Q9VIG6
Dmel_CG1750	Q9V9Z0
Dmel_CG18466	Q7KSU1; Q9V3H4; Q04448; Q9U6H6; A0A0B4KFE5
Dmel_CG4067	A4V2N7; A0A0B4K623; Q5BIE6; Q8T0P2; E8NH74; O96553; A4V2N9
Dmel_CG8665	Q9VIC9
Dmel_CG10295	Q9VI13; B7Z0W0
Dmel_CG11063	Q9VY77; M9MSA2; M9MSC9; Q8SZR9
Dmel_CG13852	Q9VD10; A0A0B4KGK3; Q95RA8
Dmel_CG14228	X2JFU0; Q24564; Q24054; Q8SWY3
Dmel_CG14895	A0A0B4KGS4; Q8INB3; Q9VEV1
Dmel_CG17941	Q24292; Q9VPS4; X2J8E9
Dmel_CG3352	Q9VQX5; P33450
Dmel_CG33967	A0A0B4LH59; Q9VFG8; Q5BIC8
Dmel_CG4005	Q45VV3; Q7KVG6; Q95TU5; A2RVH4; Q9W1B6; A0A0C4DHD4; A2RVH0; Q0E8X1
Dmel_CG4114	M9PC08; Q9VPQ0; Q07436
Dmel_CG4656	Q960Q0; Q9VCQ7
Dmel_CG8544	E1JJ99; P30052; M9PH78; Q9VXN7; A8JUY5; X2JFL9; Q8IR25; A8JUY9
Dmel_CG10236	Q00174; Q9VRW0
Dmel_CG11326	Q8T0I9; Q9VM97; B7Z030
Dmel_CG1560	X2JAU0; X2JE30; Q9W3L2; Q8MYX9; P11584
Dmel_CG16858	Q9VMV5
Dmel_CG18250	Q9V7I7; Q8WR08; Q8STB9; A0A0C4DHF6; A1ZA89
Dmel_CG3168	Q9W3W9
Dmel_CG3322	Q24373; X2JAW6; P15215; Q9VT18; Q5BI30
Dmel_CG4145	A4V070; Q9VMV4; P08120
Dmel_CG42677	R9PY40; Q8IP51; M9MRU0
Dmel_CG7002	Q9VU94; M9PCE5
Dmel_CG7123	Q26328; Q6AWM6; Q9VLW6; Q8SWY0; Q9XZT4; P11046; A4V0D8
Dmel_CG10254	Q9XZ32; A0A0B4KHY8
Dmel_CG10523	Q7KTX7
Dmel_CG10682	Q9VTY6
Dmel_CG11070	Q9U4F8; Q9VMA5
Dmel_CG11419	Q9V831; Q8MTU6
Dmel_CG11734	Q9VR91; Q9N2R1; Q8MZ96
Dmel_CG12276	Q7KSM5
Dmel_CG12799	Q9VIB4; P52487; C4XVG9
Dmel_CG13221	Q9V3C1; A0A0B4KEJ4
Dmel_CG13343	Q9V6U8; Q960K2; Q4QPQ3
Dmel_CG1401	Q9VAQ0
Dmel_CG14739	Q9VGD6
Dmel_CG15010	Q9VZF4; A4V1G6
Dmel_CG1512	Q9V9R2; Q95RE8
Dmel_CG16783	Q9W1F6
Dmel_CG1782	A0A0B4KF46; Q8T0L3; Q9V5A7
Dmel_CG18319	P35128; Q9VY67; A9YHJ7; E1JJN1
Dmel_CG1937	A0A0B4KHH2; Q9V9T8; Q95SP2
Dmel_CG2013	A0A0B4K5Z5; P25153; Q9VN70
Dmel_CG2218	Q9VA79
Dmel_CG2508	Q9I7L8
Dmel_CG2574	Q9VYN3
Dmel_CG2924	Q29R09
Dmel_CG3000	Q9W4H9
Dmel_CG3060	Q9W1E5
Dmel_CG3356	Q9W196
Dmel_CG34440	Q7KA43
Dmel_CG3473	Q9VJS5
Dmel_CG3962	Q9VEN5; Q7KSF5
Dmel_CG40045	D3DME9; M9PDD4; Q8SYG3; M9PG40
Dmel_CG4204	O44226
Dmel_CG4443	Q9VXE8
Dmel_CG4502	Q9VM35
Dmel_CG5087	M9PEV2; Q9VSS9
Dmel_CG5203	Q9XYW6
Dmel_CG5440	Q9VQ00
Dmel_CG5701	Q9VPG7; M9PIB5; Q961B5; M9PG08
Dmel_CG5788	Q7K738
Dmel_CG5823	Q9VEJ4
Dmel_CG6093	Q9VKM4
Dmel_CG6190	Q9VTH1
Dmel_CG6759	Q9VCN6
Dmel_CG7375	Q9VSF3; M9PBW0
Dmel_CG7528	Q7KUA4
Dmel_CG7656	D0IQC8; Q8IQM5; Q9VUR4; Q8IQM4
Dmel_CG7747	Q7K231
Dmel_CG8184	Q9VXR3; X2JC16; X2JFK0; X2JF73; X2JDY2; X2JF83; X2JKH9
Dmel_CG8188	X2JFX0; Q9VX25
Dmel_CG8284	P52486; X2JAX3; P91633
Dmel_CG8610	Q9VS37
Dmel_CG8998	Q7JWH5
Dmel_CG9198	Q9VXV3
Dmel_CG9484	Q9VH88; A0A0B4LGZ6; A0A0H4Y1G5; P51592
Dmel_CG9602	Q9VFR8
Dmel_CG9934	Q9VK44
Dmel_CG1081	H1ZYG4; Q9VND8; Q0KIB7
Dmel_CG10967	Q9VU14; Q8MQJ7
Dmel_CG11968	Q9VHJ4
Dmel_CG17596	Q9VR61
Dmel_CG40293	Q8T0F8; P83098; A0A0B4K7S5; Q7PLH7
Dmel_CG4083	Q540S2; Q9VV85; M9PI82; P91891
Dmel_CG45051	A0A0B4KHI3; Q24167; B7Z0S3; A0A0B4LIX2; Q9VAA5
Dmel_CG6975	Q9VW83; M9PD17
